x y class
0.2845557436876611 -0.8366367331473892 0.0
-0.3643401195261713 -0.2075828774270836 1.0
0.25863660404139854 -0.4360219376367034 1.0
-0.7176926441279534 0.9166755117686713 0.0
-0.7499969013762182 0.854722559013509 0.0
0.4050300964790967 -0.1328236218339578 0.0
-0.5237860166429398 0.3433097527380935 1.0
-0.43508457733997163 -0.47981212388593475 1.0
0.8564072775964571 0.019225703114920112 1.0
-0.9466546617039482 -0.7684697449262201 1.0
-0.04070962375009102 0.9327439888862568 0.0
0.10295443902824974 0.46768726474375044 0.0
0.4893550297415563 -0.6111418473581445 0.0
-0.9880853346403586 0.7899100145327058 1.0
-0.24591137863637846 0.6554660100412417 0.0
-0.3424450696140231 0.8245080591127578 1.0
-0.677710716154377 -0.5529197671416577 1.0
-0.43319160532729994 0.03842499769286811 1.0
0.9528610482688837 0.1144493788544736 0.0
-0.5826805638758135 -0.4620186015445631 1.0
-0.6270962400944642 0.39697311278944136 0.0
-0.3915852346730053 0.2897522827638621 1.0
-0.13166255094648593 -0.3438737790449069 0.0
-0.754091937614247 -0.9127364754455145 1.0
0.5993839265208281 -0.764545704663129 0.0
-0.7692486022045284 0.9936103545020407 0.0
-0.022166695984874085 -0.31411511624101696 1.0
0.31636765969561176 0.3021806225367172 0.0
-0.09186256986078889 0.3010879809114 0.0
0.16540337475477296 -0.8027737808403612 1.0
-0.2287774525211319 -0.2832529364312262 0.0
0.060335962207097804 0.8586984024799391 1.0
0.36516389425596385 -0.07952314173808728 0.0
-0.44338397774748906 -0.4402430403757098 1.0
0.5979275661987837 -0.3302237750940369 0.0
0.27785725201316236 0.8836745212545996 0.0
-0.33998349988437826 0.06155095809890776 1.0
0.6261755006538161 -0.6249175870407411 1.0
0.6268369447632458 -0.9417330702020228 1.0
0.5155668715404567 0.45287425805268056 0.0
0.2897744240817979 0.5022171860685489 0.0
0.8118299739479209 -0.8052474428544674 0.0
-0.4282766973693144 -0.48600955360027287 1.0
0.728235683449816 -0.6204114076729248 1.0
-0.6316115734499688 0.2085437534223522 1.0
-0.4465885775133318 0.6139346686490088 1.0
-0.044206179178963856 -0.2415038669615308 0.0
-0.37750228271794906 -0.40005643203611974 1.0
-0.2502488713455344 0.8638826713658179 0.0
-0.5195145581747549 0.0072629929323593245 1.0
0.8674528450501331 0.19107735823842376 1.0
-0.1845381123175669 0.050533648944592224 0.0
-0.9979625207266933 -0.40571059617108096 1.0
-0.011932435272562492 0.9955740903357317 0.0
-0.4274549949960229 -0.36597795007784595 1.0
0.0931001376651055 0.10239301384002508 1.0
-0.1273778496158835 -0.907477086523746 0.0
-0.4126599698839615 -0.6881464052525177 1.0
-0.9594595149976577 0.295470485269955 1.0
0.6763480846154166 -0.780827301102635 0.0
-0.07338807513361933 -0.6582497322365897 0.0
-0.302985091223553 -0.30783203780945856 1.0
-0.8953366500893196 -0.3051046740197334 1.0
0.63862713869468 0.2828020049361806 0.0
