x y class
-0.9870786188019314 -0.1319502457332864 0.0
-0.6960163989380594 0.3258046095041598 0.0
-0.3296411728794957 -0.1990057073186442 1.0
0.025646434852668598 -0.6618073732011633 0.0
0.08903910734200227 -0.23379427758962001 0.0
-0.9108726458360545 -0.2299841133404381 0.0
0.5566967987529763 0.7219112502785847 0.0
0.5871596020252023 0.22015103748730414 0.0
-0.9571000049502743 -0.7971825566196293 0.0
0.24769690124239507 -0.22909646885226143 1.0
0.09661919874112956 0.5231371232057753 1.0
-0.8630018459265654 -0.8046328416900455 0.0
0.4395552081770391 -0.8622042843561761 0.0
-0.01551638809363487 0.9407533183266579 1.0
-0.20121358506603704 -0.06098147501778173 0.0
0.6010422488278218 -0.6197369933900692 0.0
0.38838861958855686 0.6709774084909557 1.0
-0.3174904254232549 -0.06334466214821655 0.0
0.6434910104062281 -0.5245906361676853 1.0
0.2551197916497714 -0.5219148558528879 0.0
-0.7594174077118816 -0.26013133815454315 1.0
0.33713747636405267 0.43156675653087606 1.0
0.5355246801070155 0.37438973595999325 1.0
-0.00797703233789826 0.012227890939284114 1.0
0.4704643014429024 0.9460854252841155 1.0
0.341408910391074 -0.6058638421876041 0.0
0.7162691785433015 0.6678119710477315 0.0
-0.0034849356514368157 0.30702748301692706 1.0
0.556177231984792 -0.008802253886412092 1.0
-0.4150990907057748 -0.055781624785922634 0.0
-0.792550448395962 -0.3957827798715332 1.0
-0.7307873583529765 0.692073704018271 0.0
-0.9681302413885116 -0.5495295801879554 0.0
0.7498976911082444 -0.20320641562866704 1.0
0.002482817732986975 -0.09564640144125902 0.0
-0.028467014826025983 0.03450741910785582 1.0
-0.34274576059497 0.32888663094238835 0.0
-0.7450277905719707 0.9500667972597161 1.0
0.016830272394943613 -0.04619135132060581 0.0
-0.017155161295806964 0.6383884790477352 1.0
-0.46827692015386857 0.18107847452922 0.0
-0.11916360316369512 0.49808978764302014 1.0
-0.9228904196939667 -0.5137051490612299 0.0
-0.7539527605385301 0.8427350970975036 1.0
-0.21731494157516873 -0.7603308784338276 1.0
0.450779601178644 -0.5048446289085462 0.0
-0.4221123279035932 -0.5333153334321101 0.0
0.2393805990280582 -0.2956462241950353 0.0
0.27884662837150787 0.7217142456639019 0.0
0.40308304618840407 0.8443734570398937 0.0
-0.43395213546954015 0.956434907378094 1.0
-0.6989760110079188 -0.719777477869562 1.0
-0.3169353038964906 -0.48295020444752845 0.0
-0.15840274781389718 0.3236373928520917 1.0
0.17592548357591342 -0.840701838317855 0.0
-0.9176889197949145 0.7611125969849244 0.0
-0.30670633321630913 0.9753455845647254 1.0
-0.6394662788619712 -0.9289113624263685 0.0
-0.1513359325178667 0.14603921653108443 0.0
0.04121219957210598 0.5445201072650898 1.0
0.28254185608045 0.37997315334752835 0.0
0.11093410467560627 0.6371534844439037 1.0
0.17000798919712956 0.38468041267656106 0.0
-0.41310463210134785 0.651207005088092 1.0
0.8645174694278879 -0.15737920607059674 1.0
-0.8815263052786857 -0.051856128787078015 0.0
-0.807516215976205 0.9844172458792078 1.0
-0.3660296379088879 -0.317115734568751 1.0
-0.632205801538881 -0.18468742082882406 1.0
-0.35540414834236445 -0.3273525702528719 1.0
0.6928385890046966 0.2950811773786297 0.0
-0.25411089912082807 0.8157222659542553 1.0
-0.45190396239936126 -0.3148799317954827 0.0
-0.2940568642340824 -0.07261426573917107 0.0
0.2635891102771615 -0.34698022308474785 0.0
-0.7896967863431401 0.5278316564523604 0.0
0.8105063058506503 0.13136731559885928 1.0
0.1993284293204105 0.4064562759655601 0.0
-0.6309623156289297 0.42873231721043115 0.0
-0.11802076692842767 -0.7043488252597838 0.0
0.7804784444972754 -0.00993423738107202 1.0
-0.7620347966519243 -0.6284330786795982 1.0
0.143635621014508 -0.8045735638659346 0.0
-0.9497371940654282 -0.15079429785398535 0.0
0.36388482863910854 0.6265479140552501 1.0
-0.7735637412364653 -0.49872663016137 1.0
-0.2538216731775875 -0.7179771102251018 1.0
-0.614070015003533 -0.14017281485946254 1.0
-0.3183954724673812 0.012246665129683088 0.0
-0.2965873750768533 0.6882815163882072 1.0
0.6540255474054315 -0.6160809636989781 1.0
0.9175228177716244 0.16815523344215055 1.0
0.9415753702863281 -0.6231765572905106 1.0
0.8597982898205154 0.4756624185518592 0.0
-0.6637531867813171 -0.1246549016742029 0.0
0.2158937671822836 -0.9671253216327693 0.0
-0.8463725668839517 -0.27197179306581387 0.0
0.9099426364768395 -0.911134681913925 0.0
0.25821950386141435 0.5632588754680101 0.0
-0.13427594380977026 0.8367159908365938 1.0
0.6565089071169785 -0.37876752424977966 1.0
0.9379617313412434 0.9178875821656329 1.0
0.26339093334431585 -0.8074958978608713 0.0
0.4070765583702711 -0.15552941553795296 1.0
-0.5823527815183585 0.9050097071529184 1.0
-0.07906664443669942 0.5573282049806414 1.0
0.8791328763279418 -0.3836584757432382 1.0
0.21673229747064715 0.9087495035468951 1.0
0.44227893723937073 -0.0481023260533151 1.0
0.7889935870587717 -0.20932194963692008 1.0
-0.8887789684940237 -0.669563944180956 0.0
-0.7367936598584455 0.3411859636445116 0.0
0.4510332768338332 -0.511840477677268 0.0
-0.031468649545158156 0.8325258197825385 1.0
0.5344429326297611 0.547461012171673 1.0
-0.033214205159562304 -0.6135066616833615 0.0
-0.7494663494306226 0.22736923147919064 0.0
-0.16680678373462543 -0.8317293408789397 0.0
-0.1971838257562366 0.47386563591944 1.0
0.08193894596037032 -0.7170294096708401 0.0
0.9654876546467082 0.5001832037733625 1.0
0.3401459425178579 0.6340963022261228 1.0
0.16517493617701495 0.15009904825032439 1.0
-0.4563986079464246 0.8547919983401477 1.0
0.08049170235024428 0.9193305381985122 1.0
0.717700172916172 -0.8305914155273342 0.0
-0.02780634190555742 -0.7316215440235128 0.0
0.4233948471856255 -0.1232305345687541 1.0
